titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0493405	15	Chips: Patrulla Motorizada recargada	UY	\N	\N	original subtitled version	0
tt0493405	16	Otoyol Devriyesi	TR	tr	imdbDisplay	\N	0
tt0493405	1	Paskalakit pyörillä	FI	\N	imdbDisplay	\N	0
tt0493405	2	CHIPs: Politisti de belea	RO	\N	imdbDisplay	\N	0
tt0493405	3	Bukós szakasz	HU	\N	imdbDisplay	\N	0
tt0493405	4	Калифорнийский дорожный патруль	RU	\N	\N	\N	0
tt0493405	5	CHIPS	US	\N	\N	\N	0
tt0493405	6	ChiPs - Crazy Patrol	NO	\N	imdbDisplay	\N	0
tt0493405	7	CHIPS: Patrulla Motorizada Recargada	PE	\N	imdbDisplay	\N	0
tt0493405	8	CHIPS: Patrulla Motorizada Recargada	AR	\N	alternative	\N	0
tt0493405	9	Targil le'shotrim matkhilim	IL	he	imdbDisplay	\N	0
tt0498381	10	El Aro 3	PE	\N	imdbDisplay	\N	0
tt0498381	11	La llamada 3	UY	\N	\N	original subtitled version	0
tt0498381	12	Krug 3	HR	\N	imdbDisplay	\N	0
tt0498381	13	Avertizarea 3	RO	\N	imdbDisplay	\N	0
tt0498381	14	Skambutis 3	LT	\N	imdbDisplay	\N	0
tt0498381	15	Rings	PT	\N	imdbDisplay	\N	0
tt0498381	16	Звонки	RU	\N	\N	\N	0
tt0498381	17	Le Cercle: Rings	FR	\N	imdbDisplay	\N	0
tt0498381	18	Halka 3	TR	tr	imdbDisplay	\N	0
tt0498381	19	El aro 3	MX	\N	imdbDisplay	\N	0
tt0498381	1	El Aro 3	CL	\N	imdbDisplay	\N	0
tt0498381	20	The Ring 3D	US	\N	working	\N	0
tt0498381	21	The Ring	\N	\N	\N	\N	0
tt0498381	22	Rings	\N	\N	original	\N	1
tt0498381	23	Rings	US	\N	\N	\N	0
tt0498381	24	O Chamado 3	BR	\N	imdbDisplay	\N	0
tt0498381	25	The Ring 3	IT	\N	imdbDisplay	\N	0
tt0498381	2	Rings: Σήμα κινδύνου 3	GR	\N	\N	\N	0
tt0498381	3	Krogi	SI	\N	imdbDisplay	\N	0
tt0498381	4	La llamada 3	AR	\N	imdbDisplay	\N	0
tt0498381	5	Rings	ES	\N	imdbDisplay	\N	0
tt0498381	6	Krugovi	RS	\N	imdbDisplay	\N	0
tt0498381	7	Körök	HU	\N	imdbDisplay	\N	0
tt0498381	8	The Ring 3	US	\N	working	\N	0
tt0498381	9	Les cercles	CA	fr	imdbDisplay	\N	0
tt0835802	1	Krystal	\N	\N	original	\N	1
tt0835802	2	Krystal	US	\N	\N	\N	0
tt0835802	3	Keep Coming Back	US	\N	working	\N	0
tt0874268	1	The Dot Man	GB	\N	\N	\N	0
tt0937225	1	Joe Dick	US	\N	\N	\N	0
tt0974015	10	Justice League	GB	\N	\N	\N	0
tt0974015	11	Liga pravde	RS	\N	imdbDisplay	\N	0
tt0974015	12	Liga de la Justicia	AR	\N	imdbDisplay	\N	0
tt0974015	13	Justice League Mortal	US	\N	working	\N	0
tt0974015	14	Az Igazság Ligája	HU	\N	imdbDisplay	\N	0
tt0974015	15	Ligat ha'tzedek	IL	he	imdbDisplay	\N	0
tt0974015	16	Teisingumo lyga	LT	\N	imdbDisplay	\N	0
tt0974015	17	Õigluse liiga	EE	\N	imdbDisplay	\N	0
tt0974015	18	Justice League of America	US	\N	working	\N	0
tt0974015	19	Liga Spravodlivosti	SK	\N	\N	literal translation of working title	0
tt0974015	1	Liga Pravde	HR	\N	imdbDisplay	\N	0
tt0974015	20	Liga de la justicia	UY	\N	\N	3-D version	0
tt0974015	21	Justice League	FR	\N	imdbDisplay	\N	0
tt0974015	22	Liga da Justiça	PT	\N	imdbDisplay	\N	0
tt0974015	23	Liga dreptatii	RO	\N	imdbDisplay	\N	0
tt0974015	24	Justice League	IT	\N	imdbDisplay	\N	0
tt0974015	25	Justice League	\N	\N	original	\N	1
tt0974015	26	Justice League	NO	\N	imdbDisplay	\N	0
tt0974015	27	Liga da Justiça	BR	\N	imdbDisplay	\N	0
tt0974015	28	Justice League	US	\N	working	\N	0
tt0974015	29	Liga Sprawiedliwości	PL	\N	\N	\N	0
tt0974015	2	Liga Sprawiedliwych	PL	\N	\N	alternative spelling	0
tt0974015	30	Liga de la Justicia	ES	\N	imdbDisplay	\N	0
tt0974015	31	Лiга справедливостi	UA	\N	\N	\N	0
tt0974015	32	Justice League	DE	\N	imdbDisplay	\N	0
tt0974015	33	Лигата на справедливостта	BG	bg	\N	\N	0
tt0974015	3	Лига справедливости	RU	\N	\N	\N	0
tt0974015	4	Liga spravedlnosti	CZ	\N	imdbDisplay	\N	0
tt0974015	5	Justice League: Adalet Birligi	TR	tr	imdbDisplay	\N	0
tt0974015	6	Liga de la Justicia	CL	\N	imdbDisplay	\N	0
tt0974015	7	Liga pravicnih	SI	\N	imdbDisplay	\N	0
tt0974015	8	Liga de la Justicia	MX	\N	imdbDisplay	\N	0
tt0974015	9	La Ligue des Justiciers	CA	fr	imdbDisplay	\N	0
tt1020581	1	The Method	US	\N	\N	\N	0
tt1024855	1	Gunned Down	\N	\N	original	\N	1
tt1024855	2	Gunned Down	GB	\N	\N	original script title	0
tt1024855	3	A Life of Violence	\N	\N	working	\N	0
tt1024855	4	London Heist	GB	en	\N	new title	0
tt1034385	1	Cold Skin	\N	\N	original	\N	1
tt1034385	2	La pell freda	ES	ca	alternative	\N	0
tt1034385	3	La piel fría	ES	\N	imdbDisplay	\N	0
tt1051229	1	Havana, Habana	US	\N	\N	\N	0
tt1051229	2	Havana, Habana	\N	\N	original	\N	1
tt1051229	3	Havana Rush	US	\N	working	\N	0
tt1131724	10	2:22	\N	\N	original	\N	1
tt1131724	1	2:22 - Hora Fatídica	PT	\N	imdbDisplay	\N	0
tt1131724	2	2:22 Premonición	PE	\N	imdbDisplay	\N	0
tt1131724	3	Premonición	CO	\N	alternative	\N	0
tt1131724	4	2:22	RU	\N	\N	\N	0
tt1131724	5	2:22	AU	\N	\N	\N	0
tt1131724	6	2:22 - Il destino è già scritto	IT	\N	imdbDisplay	\N	0
tt1131724	7	Premonición	MX	\N	imdbDisplay	\N	0
tt1131724	8	2:22 - Encontro Marcado	BR	\N	imdbDisplay	\N	0
tt1131724	9	2:22 - Zeit für die Liebe	DE	\N	imdbDisplay	\N	0
tt1131728	1	Basmati Blues	\N	\N	original	\N	1
tt1131728	2	Ryziu karoliukai	LT	\N	imdbDisplay	\N	0
tt1131728	3	Basmati Blues	US	\N	\N	\N	0
tt1139592	10	Strašno strašilo 3	RS	\N	\N	\N	0
tt1139592	11	Jeepers Creepers III	HR	\N	imdbDisplay	\N	0
tt1139592	12	Джиперс Криперс 3	RU	\N	\N	\N	0
tt1139592	13	Siurpuliukai 3	LT	\N	imdbDisplay	\N	0
tt1139592	14	El regreso del demonio	MX	\N	imdbDisplay	\N	0
tt1139592	15	Jeepers Creepers: El regreso	UY	\N	\N	original subtitled version	0
tt1139592	16	Olhos Famintos 3	BR	\N	imdbDisplay	\N	0
tt1139592	1	Jeepers Creepers III	US	\N	imdbDisplay	\N	0
tt1139592	2	Smakosz 3	PL	\N	imdbDisplay	\N	0
tt1139592	3	Jeepers Creepers 3	PT	\N	imdbDisplay	\N	0
tt1139592	4	El regreso del demonio	PE	\N	imdbDisplay	\N	0
tt1139592	5	Jeepers Creepers 3	AR	\N	imdbDisplay	\N	0
tt1139592	6	Jeepers Creepers 3	\N	\N	original	\N	1
tt1139592	7	Jeepers Creepers 3	ES	\N	imdbDisplay	\N	0
tt1139592	8	Jeepers Creepers 3: Cathedral	\N	\N	working	\N	0
tt1139592	9	Jeepers Creepers Ravenous	AU	\N	alternative	\N	0
tt1183352	1	Ana	\N	\N	working	\N	0
tt1183352	2	Ana y Bruno	ES	\N	imdbDisplay	\N	0
tt1183352	3	Ana y Bruno	MX	\N	\N	\N	0
tt1183352	4	Ana y Bruno	\N	\N	original	\N	1
tt1219827	10	Duh u oklopu	HR	\N	imdbDisplay	\N	0
tt1219827	11	Ghost in the Shell	CA	fr	imdbDisplay	\N	0
tt1219827	12	La vigilante del futuro: Ghost in the Shell	AR	\N	imdbDisplay	\N	0
tt1219827	13	Το φάντασμα στο κέλυφος	GR	\N	\N	\N	0
tt1219827	14	Ghost in the Shell	JP	en	\N	literal English title	0
tt1219827	15	Ghost in the Shell	FR	\N	imdbDisplay	\N	0
tt1219827	16	La vigilante del futuro, Ghost in the Shell	MX	\N	imdbDisplay	\N	0
tt1219827	17	Mochveneba Abjarshi	GE	\N	imdbDisplay	\N	0
tt1219827	18	Hing anumas	EE	\N	imdbDisplay	\N	0
tt1219827	19	Ghost in the Shell	NZ	en	imdbDisplay	\N	0
tt1219827	1	Ghost in the Shell: Vigilante del futuro	PE	\N	imdbDisplay	\N	0
tt1219827	20	Gôsuto in za sheru	JP	\N	imdbDisplay	\N	0
tt1219827	21	Ghost in the Shell	AU	\N	imdbDisplay	\N	0
tt1219827	22	Spirit in cochilie	RO	\N	\N	literal title	0
tt1219827	23	Shabah fi al-haikal	EG	ar	\N	literal title	0
tt1219827	24	Дух в броня	BG	bg	\N	\N	0
tt1219827	25	Dvasia sarvuose	LT	\N	imdbDisplay	\N	0
tt1219827	26	Ghost in the Shell	GB	\N	imdbDisplay	\N	0
tt1219827	27	Rouh dar ghafas	IR	fa	\N	literal title	0
tt1219827	28	Призрак в доспехах	RU	\N	\N	\N	0
tt1219827	29	Ghost in the Shell	\N	\N	original	\N	1
tt1219827	2	Ghost in the Shell - Agente do Futuro	PT	\N	imdbDisplay	\N	0
tt1219827	30	La vigilante del futuro	UY	\N	\N	3-D version	0
tt1219827	31	Ghost in the Shell	CA	en	imdbDisplay	\N	0
tt1219827	32	Ghost in the Shell	IE	en	imdbDisplay	\N	0
tt1219827	33	Ghost in the Shell: Vigilante del futuro	CL	\N	imdbDisplay	\N	0
tt1219827	34	Ghost in the Shell: El alma de la máquina	ES	\N	imdbDisplay	\N	0
tt1219827	35	Páncélba zárt szellem	HU	\N	imdbDisplay	\N	0
tt1219827	36	Kabuktaki Hayalet	TR	tr	imdbDisplay	\N	0
tt1219827	3	Duh v školjki	SI	\N	\N	\N	0
tt1219827	4	Ghost in the Shell	NO	\N	imdbDisplay	\N	0
tt1219827	5	Ghost in the Shell	US	\N	imdbDisplay	\N	0
tt1219827	6	A Vigilante do Amanhã: Ghost in the Shell	BR	\N	imdbDisplay	\N	0
tt1219827	7	Duh u oklopu	RS	\N	imdbDisplay	\N	0
tt1219827	8	Привид у бронi	UA	\N	\N	\N	0
tt1219827	9	Ha'rouakh ba'ma'a'tefet	IL	he	imdbDisplay	\N	0
tt1225856	1	Retina	US	\N	\N	\N	0
tt1226736	1	Against the Wind	\N	\N	original	\N	1
tt1226736	2	Alexander Jamieson	\N	\N	original	\N	1
tt1226736	3	Alexander Jamieson	US	\N	\N	\N	0
tt1230168	10	Ugyanaz Mint Én	HU	\N	\N	\N	0
tt1230168	11	Ces différences qui nous rapprochent	FR	\N	alternative	\N	0
tt1230168	12	Différent, tout comme moi	CA	fr	\N	DVD box title	0
tt1230168	1	Same Kind of Different as Me	\N	\N	original	\N	1
tt1230168	2	Ugyanúgy más, mint én	HU	\N	imdbDisplay	\N	0
tt1230168	3	Same Kind of Different as Me	US	\N	\N	\N	0
tt1230168	4	Aslinda Sen de Benim Gibisin	TR	tr	imdbDisplay	\N	0
tt1230168	5	Somos Todos Iguais	BR	\N	imdbDisplay	\N	0
tt1230168	6	Такой же не такой, как я	RU	\N	\N	\N	0
tt1230168	7	Uno tan diferente como yo	ES	\N	imdbDisplay	\N	0
tt1230168	8	Diverso come me	IT	\N	imdbDisplay	\N	0
tt1230168	9	Genauso anders wie ich	DE	\N	imdbDisplay	\N	0
tt1233600	1	The Wishing Tree	\N	\N	original	\N	1
tt1233600	2	The Wishing Tree: Kalpvriksh	\N	\N	working	\N	0
tt1233600	3	The Wishing Tree	IN	\N	\N	\N	0
tt1234927	1	Dark Games	US	\N	\N	\N	0
tt1241317	1	Death Note: Il quaderno della morte	IT	\N	imdbDisplay	\N	0
tt1241317	2	Death Note	ES	\N	imdbDisplay	\N	0
tt1241317	3	Death Note	US	\N	\N	\N	0
tt1241317	4	Тетрадь смерти	RU	\N	\N	\N	0
tt1241317	5	Death Note	\N	\N	original	\N	1
tt1241317	6	Notatnik śmierci	PL	\N	\N	\N	0
tt1241317	7	Desu noto	JP	\N	imdbDisplay	\N	0
tt1241317	8	La Libreta de la Muerte	XSA	es	imdbDisplay	\N	0
tt1262914	1	The Intruders	US	\N	\N	\N	0
tt1284451	1	Chokorêto derinjâ	\N	\N	original	\N	1
tt1284451	2	Chocolate Derringer	XWW	en	\N	\N	0
tt1284451	3	Chokorêto derinjâ	JP	\N	\N	\N	0
tt1291566	1	Исчезновение Сидни Холла	RU	\N	\N	\N	0
tt1291566	2	Sidney Hall	\N	\N	original	\N	1
tt1291566	3	The Vanishing of Sidney Hall	\N	\N	\N	new title	0
tt1291566	4	The Vanishing of Sidney Hall	US	\N	imdbDisplay	\N	0
tt1291566	5	Sidney Hall	US	\N	imdbDisplay	\N	0
tt1291566	6	La disparition de Sidney Hall	FR	\N	working	\N	0
tt1291566	7	The Vanishing of Sidney Hall	IT	\N	imdbDisplay	\N	0
tt1291566	8	Wo steckt Sidney Hall?	DE	\N	\N	DVD box title	0
tt1293847	10	xXx: Reactivated	FR	\N	imdbDisplay	\N	0
tt1293847	11	xXx: Reactivated	HK	en	alternative	\N	0
tt1293847	12	xXx: Επανεκκίνηση	GR	\N	\N	\N	0
tt1293847	13	xXx: le retour de Xander Cage	CA	fr	imdbDisplay	\N	0
tt1293847	14	Xander Returns	\N	\N	working	\N	0
tt1293847	15	XXX: Reactivado	UY	\N	\N	\N	0
tt1293847	16	xXx: O Regresso de Xander Cage	PT	\N	imdbDisplay	\N	0
tt1293847	17	XXX: Hiloukh gavoha	IL	he	imdbDisplay	\N	0
tt1293847	18	xXx: Reativado	BR	\N	imdbDisplay	\N	0
tt1293847	19	xXx: reactivado	MX	\N	imdbDisplay	\N	0
tt1293847	1	xXx: Реактивiзацiя	UA	\N	\N	\N	0
tt1293847	20	xXx: Reaktywacja	PL	\N	imdbDisplay	\N	0
tt1293847	21	xXx - Il ritorno di Xander Cage	IT	\N	imdbDisplay	\N	0
tt1293847	22	xXx: Reactivated	ES	\N	imdbDisplay	\N	0
tt1293847	23	xXx: Ksanderio Keidzo sugrizimas	LT	\N	imdbDisplay	\N	0
tt1293847	24	XXX: reaktiviran	SI	\N	imdbDisplay	\N	0
tt1293847	25	xXx: Die Rückkehr des Xander Cage	DE	\N	imdbDisplay	\N	0
tt1293847	26	xXx: Reactivado	CL	\N	imdbDisplay	\N	0
tt1293847	27	xXx: Reactivado	PE	\N	imdbDisplay	\N	0
tt1293847	28	xXx: Return of Xander Cage	CA	en	imdbDisplay	\N	0
tt1293847	29	Triple X: Restart	JP	en	imdbDisplay	\N	0
tt1293847	2	xXx: Return of Xander Cage	US	\N	\N	\N	0
tt1293847	30	xXx - Povratak Zendera Kejdža	RS	\N	\N	\N	0
tt1293847	31	xXx: Return of Xander Cage	\N	\N	original	\N	1
tt1293847	32	xXx: Reactivado	AR	\N	imdbDisplay	\N	0
tt1293847	33	XxX 3: Xander Cagen paluu	FI	\N	\N	\N	0
tt1293847	34	Трите хикса: Отново в играта	BG	bg	\N	\N	0
tt1293847	3	Три икса: Мировое господство	RU	\N	\N	\N	0
tt1293847	4	xXx: Return of Xander Cage	FI	\N	imdbDisplay	\N	0
tt1293847	5	Yeni Nesil Ajan: Xander Cage'in Dönüsü	TR	tr	imdbDisplay	\N	0
tt1293847	6	xXx: Povratak Xandera Cagea	HR	\N	imdbDisplay	\N	0
tt1293847	7	xXx: Újra akcióban	HU	\N	imdbDisplay	\N	0
tt1293847	8	xXx: The Return of Xander Cage	MY	en	alternative	\N	0
tt1293847	9	Triplu X - Intoarcerea lui Xander Cage	RO	\N	\N	\N	0
tt1312233	1	Cruelty	US	\N	\N	\N	0
tt1338635	1	Locked Away	US	\N	\N	\N	0
tt1346630	1	The Last Revenants	US	\N	\N	\N	0
tt1379178	1	Drowning	US	\N	\N	\N	0
tt1380151	1	Blood Honey	\N	\N	original	\N	1
tt1380151	2	The Bequest	\N	\N	working	\N	0
tt1380151	3	Blood Honey	CA	\N	\N	\N	0
tt1380151	4	Manitouwabi	CA	en	\N	original script title	0
tt1380151	5	The Hive	\N	\N	working	\N	0
tt1380151	6	The Bequest	CA	en	working	\N	0
tt1386691	1	Shimmer Lake	US	\N	\N	\N	0
tt1386691	2	Shimmer Lake	\N	\N	original	\N	1
tt1386691	3	Lago Shimmer	ES	\N	imdbDisplay	\N	0
tt1386691	4	Озеро Шиммер	RU	\N	\N	\N	0
tt1389072	10	Pequena Grande Vida	PT	\N	imdbDisplay	\N	0
tt1389072	11	Mali veliki život	HR	\N	\N	\N	0
tt1389072	12	Downsizing	\N	\N	original	\N	1
tt1389072	13	Короче	RU	\N	\N	\N	0
tt1389072	14	Una vida a lo grande	ES	\N	imdbDisplay	\N	0
tt1389072	15	Малък голям живот	BG	bg	\N	\N	0
tt1389072	16	Zmenšování	CZ	\N	\N	\N	0
tt1389072	17	Pequeña gran vida	MX	\N	imdbDisplay	\N	0
tt1389072	18	Downsizing	US	\N	imdbDisplay	\N	0
tt1389072	19	Smanjivanje	RS	\N	imdbDisplay	\N	0
tt1389072	1	Pequena Grande Vida	BR	\N	imdbDisplay	\N	0
tt1389072	20	Зменшення	UA	\N	\N	\N	0
tt1389072	21	Downsizing. Mini-oamenii	RO	\N	imdbDisplay	\N	0
tt1389072	22	Downsizing	AT	\N	imdbDisplay	\N	0
tt1389072	23	Pequeña gran vida	PE	\N	imdbDisplay	\N	0
tt1389072	24	Downsizing - Vivere alla grande	IT	\N	imdbDisplay	\N	0
tt1389072	25	Pequeña gran vida	AR	\N	imdbDisplay	\N	0
tt1389072	26	Susimažinimas	LT	\N	\N	\N	0
tt1389072	27	Μικρόκοσμος	GR	\N	\N	\N	0
tt1389072	28	Petit format	CA	fr	imdbDisplay	\N	0
tt1389072	2	Krčenje	SI	\N	\N	\N	0
tt1389072	3	Pomniejszenie	PL	\N	imdbDisplay	\N	0
tt1389072	4	Pequeña gran vida	UY	\N	\N	original subtitled version	0
tt1389072	5	Kahandamine	EE	\N	imdbDisplay	\N	0
tt1389072	6	Pequeña Gran Vida	CL	\N	imdbDisplay	\N	0
tt1389072	7	Küçülen Hayatlar	TR	tr	imdbDisplay	\N	0
tt1389072	8	Kicsinyítés	HU	\N	imdbDisplay	\N	0
tt1389072	9	Likh'yot be'kattan	IL	he	imdbDisplay	\N	0
tt1396484	10	To	SK	\N	\N	\N	0
tt1396484	11	It	PT	\N	imdbDisplay	\N	0
tt1396484	12	Ono	HR	\N	imdbDisplay	\N	0
tt1396484	13	Oraşul bântuIT	MD	\N	\N	\N	0
tt1396484	14	То	BG	bg	\N	\N	0
tt1396484	15	Se	FI	\N	imdbDisplay	\N	0
tt1396484	16	IT	RO	\N	imdbDisplay	\N	0
tt1396484	17	It (Eso)	UY	\N	\N	3-D version	0
tt1396484	18	Ze	IL	he	imdbDisplay	\N	0
tt1396484	19	Eso	MX	\N	imdbDisplay	\N	0
tt1396484	1	O	TR	tr	imdbDisplay	\N	0
tt1396484	20	Ça	CA	fr	imdbDisplay	\N	0
tt1396484	21	Es - Kapitel Eins	DE	\N	\N	closing credits title	0
tt1396484	22	It	ES	\N	imdbDisplay	\N	0
tt1396484	23	Воно	UA	\N	\N	\N	0
tt1396484	24	Det	SE	\N	imdbDisplay	\N	0
tt1396484	25	It	\N	\N	original	\N	1
tt1396484	26	To	PL	\N	imdbDisplay	\N	0
tt1396484	27	It: A Coisa	BR	\N	imdbDisplay	\N	0
tt1396484	28	It	NO	\N	imdbDisplay	\N	0
tt1396484	29	It: Chapter One	US	\N	\N	closing credits title	0
